m_id,year,date,match_no,team1,team2,city,venue,toss_winner,toss_decision,t1_p1,t1_p2,t1_p3,t1_p4,t1_p5,t1_p6,t1_p7,t1_p8,t1_p9,t1_p10,t1_p11,t2_p1,t2_p2,t2_p3,t2_p4,t2_p5,t2_p6,t2_p7,t2_p8,t2_p9,t2_p10,t2_p11,winner,win_runs,win_wicket
2009,103,2009-05-14,44th match,Royal Challengers Bangalore,Chennai Super Kings,Durban,Kingsmead,Chennai Super Kings,bat,Rahul Dravid,Anil Kumble,Mark Boucher,Jacques Kallis,Ross Taylor,Robin Uthappa,Praveen Kumar,Virat Kohli,Vinay Kumar,Roelof van der Merwe,Balachandra Akhil,Jacob Oram,Lakshmipathy Balaji,Muttiah Muralitharan,Matthew Hayden,MS Dhoni,Suresh Raina,Albie Morkel,S Badrinath,Sudeep Tyagi,Murali Vijay,Shadab Jakati,Royal Challengers Bangalore,,2

2009,104,2009-05-14,45th match,Mumbai Indians,Rajasthan Royals,Durban,Kingsmead,Rajasthan Royals,bat,Sachin Tendulkar,Harbhajan Singh,Sanath Jayasuriya,Lasith Malinga,Jean-Paul Duminy,Dwayne Bravo,Ajinkya Rahane,Dhawal Kulkarni,Abhishek Nayar,Chetanya Nanda,Yogesh Takawale,Shane Warne,Graeme Smith,Johan Botha,Munaf Patel,Ravindra Jadeja,Yusuf Pathan,Siddharth Trivedi,Naman Ojha,Rob Quiney,Siddharth Chitnis,Abhishek Raut,Rajasthan Royals,2,

2009,105,2009-05-15,46th match,Delhi Daredevils,Kings XI Punjab,Bloemfontein,Mangaung Oval,Kings XI Punjab,bowl,Virender Sehwag,Tillakaratne Dilshan,Farveez Maharoof,Dinesh Karthik,Daniel Vettori,Ashish Nehra,Gautam Gambhir,AB de Villiers,Mithun Manhas,Rajat Bhatia,Pradeep Sangwan,Brett Lee,Yuvraj Singh,Irfan Pathan,Kumar Sangakkara,Simon Katich,S Sreesanth,Piyush Chawla,Ramesh Powar,Luke Pomersbach,Wilkin Mota,Sunny Sohal,Kings XI Punjab,,6

2009,106,2009-05-16,47th match,Chennai Super Kings,Mumbai Indians,Port Elizabeth,St George's Park,Mumbai Indians,bat,Jacob Oram,Parthiv Patel,Lakshmipathy Balaji,Muttiah Muralitharan,Matthew Hayden,MS Dhoni,Suresh Raina,Albie Morkel,S Badrinath,Sudeep Tyagi,Shadab Jakati,Sachin Tendulkar,Harbhajan Singh,Sanath Jayasuriya,Lasith Malinga,Jean-Paul Duminy,Dwayne Bravo,Ajinkya Rahane,Dhawal Kulkarni,Abhishek Nayar,Chetanya Nanda,Yogesh Takawale,Chennai Super Kings,,7

2009,107,2009-05-16,48th match,Deccan Chargers,Kolkata Knight Riders,Johannesburg,The Wanderers Stadium,Deccan Chargers,bowl,Adam Gilchrist,Andrew Symonds,Herschelle Gibbs,Venugopal Rao,RP Singh,Rohit Sharma,Pragyan Ojha,Ryan Harris,Dwaraka Ravi Teja,Harmeet Singh,Tirumalsetti Suman,Sourav Ganguly,Ajit Agarkar,Brendon McCullum,Brad Hodge,Murali Kartik,Mashrafe Mortaza,David Hussey,Ishant Sharma,Wriddhiman Saha,Yashpal Singh,Shoaib Shaikh,Deccan Chargers,,6

2009,108,2009-05-17,49th match,Deccan Chargers,Kings XI Punjab,Johannesburg,The Wanderers Stadium,Deccan Chargers,bowl,Adam Gilchrist,Andrew Symonds,Herschelle Gibbs,Venugopal Rao,RP Singh,Rohit Sharma,Pragyan Ojha,Ryan Harris,Dwaraka Ravi Teja,Jaskaran Singh,Tirumalsetti Suman,Brett Lee,Yuvraj Singh,Irfan Pathan,Kumar Sangakkara,Simon Katich,S Sreesanth,Piyush Chawla,Ramesh Powar,Luke Pomersbach,Wilkin Mota,Sunny Sohal,Kings XI Punjab,,1

2009,109,2009-05-17,50th match,Delhi Daredevils,Rajasthan Royals,Bloemfontein,Mangaung Oval,Delhi Daredevils,bat,Virender Sehwag,Tillakaratne Dilshan,Farveez Maharoof,Dinesh Karthik,Ashish Nehra,Gautam Gambhir,AB de Villiers,Mithun Manhas,Amit Mishra,Dirk Nannes,Aavishkar Salvi,Shane Warne,Graeme Smith,Johan Botha,Munaf Patel,Ravindra Jadeja,Yusuf Pathan,Siddharth Trivedi,Naman Ojha,Rob Quiney,Amit Singh,Abhishek Raut,Delhi Daredevils,14,

2009,110,2009-05-18,51st match,Chennai Super Kings,Kolkata Knight Riders,Centurion,SuperSport Park,Chennai Super Kings,bat,Jacob Oram,Parthiv Patel,Lakshmipathy Balaji,Muttiah Muralitharan,MS Dhoni,Suresh Raina,Albie Morkel,S Badrinath,George Bailey,Sudeep Tyagi,Shadab Jakati,Sourav Ganguly,Ajit Agarkar,Brendon McCullum,Brad Hodge,Murali Kartik,David Hussey,Ajantha Mendis,Wriddhiman Saha,Ashok Dinda,Laxmi Shukla,Anureet Singh,Kolkata Knight Riders,,7

2009,111,2009-05-19,52nd match,Royal Challengers Bangalore,Delhi Daredevils,Johannesburg,The Wanderers Stadium,Delhi Daredevils,bat,Rahul Dravid,Anil Kumble,Mark Boucher,Jacques Kallis,Ross Taylor,Robin Uthappa,Praveen Kumar,Virat Kohli,Roelof van der Merwe,Balachandra Akhil,Manish Pandey,Virender Sehwag,Farveez Maharoof,Dinesh Karthik,Daniel Vettori,Ashish Nehra,Gautam Gambhir,AB de Villiers,Mithun Manhas,Andrew McDonald,Yogesh Nagar,Aavishkar Salvi,Royal Challengers Bangalore,,7

2009,112,2009-05-20,53rd match,Kolkata Knight Riders,Rajasthan Royals,Durban,Kingsmead,Kolkata Knight Riders,bowl,Sourav Ganguly,Ajit Agarkar,Brendon McCullum,Charl Langeveldt,Brad Hodge,David Hussey,Ashok Dinda,Laxmi Shukla,Yashpal Singh,Sourav Sarkar,Shoaib Shaikh,Shane Warne,Johan Botha,Munaf Patel,Ravindra Jadeja,Tyron Henderson,Yusuf Pathan,Swapnil Asnodkar,Naman Ojha,Rob Quiney,Niraj Patel,Amit Singh,Kolkata Knight Riders,,4

2009,113,2009-05-20,54th match,Chennai Super Kings,Kings XI Punjab,Durban,Kingsmead,Chennai Super Kings,bat,Jacob Oram,Parthiv Patel,Lakshmipathy Balaji,Muttiah Muralitharan,MS Dhoni,Suresh Raina,S Badrinath,Thilan Thushara,Manpreet Gony,George Bailey,Ravichandran Ashwin,Brett Lee,Yuvraj Singh,Irfan Pathan,Kumar Sangakkara,Simon Katich,S Sreesanth,Piyush Chawla,Ramesh Powar,Luke Pomersbach,Wilkin Mota,Sunny Sohal,Chennai Super Kings,24,

2009,114,2009-05-21,55th match,Delhi Daredevils,Mumbai Indians,Centurion,SuperSport Park,Delhi Daredevils,bowl,Virender Sehwag,Tillakaratne Dilshan,Dinesh Karthik,Gautam Gambhir,AB de Villiers,Amit Mishra,Rajat Bhatia,Pradeep Sangwan,Dirk Nannes,David Warner,Aavishkar Salvi,Sachin Tendulkar,Harbhajan Singh,Sanath Jayasuriya,Lasith Malinga,Mohammad Ashraful,Jean-Paul Duminy,Ajinkya Rahane,Dhawal Kulkarni,Abhishek Nayar,Pinal Shah,Rahil Shaikh,Delhi Daredevils,,4

2009,115,2009-05-21,56th match,Royal Challengers Bangalore,Deccan Chargers,Centurion,SuperSport Park,Royal Challengers Bangalore,bat,Rahul Dravid,Anil Kumble,Mark Boucher,Jacques Kallis,Ross Taylor,Robin Uthappa,Praveen Kumar,Virat Kohli,Roelof van der Merwe,Balachandra Akhil,Manish Pandey,Adam Gilchrist,Andrew Symonds,Herschelle Gibbs,Venugopal Rao,RP Singh,Rohit Sharma,Pragyan Ojha,Ryan Harris,Jaskaran Singh,Tirumalsetti Suman,Azhar Bilakhia,Royal Challengers Bangalore,12,

2009,116,2009-05-22,1st Semi-Final,Delhi Daredevils,Deccan Chargers,Centurion,SuperSport Park,Deccan Chargers,bowl,Virender Sehwag,Tillakaratne Dilshan,Dinesh Karthik,Ashish Nehra,Gautam Gambhir,AB de Villiers,Amit Mishra,Rajat Bhatia,Pradeep Sangwan,Dirk Nannes,David Warner,Adam Gilchrist,Andrew Symonds,Herschelle Gibbs,Venugopal Rao,RP Singh,Rohit Sharma,Pragyan Ojha,Ryan Harris,Harmeet Singh,Tirumalsetti Suman,Azhar Bilakhia,Deccan Chargers,,6

2009,117,2009-05-23,2nd Semi-Final,Royal Challengers Bangalore,Chennai Super Kings,Johannesburg,The Wanderers Stadium,Royal Challengers Bangalore,bowl,Rahul Dravid,Anil Kumble,Mark Boucher,Jacques Kallis,Ross Taylor,Robin Uthappa,Praveen Kumar,Virat Kohli,Vinay Kumar,Roelof van der Merwe,Manish Pandey,Jacob Oram,Parthiv Patel,Lakshmipathy Balaji,Muttiah Muralitharan,Matthew Hayden,MS Dhoni,Suresh Raina,Albie Morkel,S Badrinath,Manpreet Gony,Shadab Jakati,Royal Challengers Bangalore,,6

2009,118,2009-05-24,Final,Royal Challengers Bangalore,Deccan Chargers,Johannesburg,The Wanderers Stadium,Royal Challengers Bangalore,bowl,Rahul Dravid,Anil Kumble,Mark Boucher,Jacques Kallis,Ross Taylor,Robin Uthappa,Praveen Kumar,Virat Kohli,Vinay Kumar,Roelof van der Merwe,Manish Pandey,Adam Gilchrist,Andrew Symonds,Herschelle Gibbs,Venugopal Rao,RP Singh,Rohit Sharma,Pragyan Ojha,Ryan Harris,Harmeet Singh,Tirumalsetti Suman,Azhar Bilakhia,Deccan Chargers,6,

2010,119,2010-03-12,1st match,Deccan Chargers,Kolkata Knight Riders,Mumbai,Dr DY Patil Sports Academy,Deccan Chargers,bowl,VVS Laxman,Adam Gilchrist,Andrew Symonds,Chaminda Vaas,Herschelle Gibbs,RP Singh,Rohit Sharma,Pragyan Ojha,Jaskaran Singh,Tirumalsetti Suman,Anirudh Singh,Sourav Ganguly,Charl Langeveldt,Brad Hodge,Murali Kartik,Owais Shah,Manoj Tiwary,Ishant Sharma,Cheteshwar Pujara,Wriddhiman Saha,Laxmi Shukla,Angelo Mathews,Kolkata Knight Riders,11,

2010,120,2010-03-13,2nd match,Mumbai Indians,Rajasthan Royals,Mumbai,Brabourne Stadium,Mumbai Indians,bat,Sachin Tendulkar,Zaheer Khan,Harbhajan Singh,Sanath Jayasuriya,Lasith Malinga,Saurabh Tiwary,Ryan McLaren,Ali Murtaza,Ambati Rayudu,Rajagopal Sathish,Aditya Tare,Shane Warne,Graeme Smith,Shaun Tait,Dimitri Mascarenhas,Yusuf Pathan,Swapnil Asnodkar,Naman Ojha,Paras Dogra,Kamran Khan,Abhishek Jhunjhunwala,Amit Uniyal,Mumbai Indians,4,

2010,121,2010-03-13,3rd match,Kings XI Punjab,Delhi Daredevils,Mohali,Punjab Cricket Association IS Bindra Stadium,Delhi Daredevils,bowl,Yuvraj Singh,Mohammad Kaif,Irfan Pathan,Mahela Jayawardene,Kumar Sangakkara,S Sreesanth,Piyush Chawla,Ramesh Powar,Ravi Bopara,Yusuf Abdulla,Manvinder Bisla,Virender Sehwag,Tillakaratne Dilshan,Farveez Maharoof,Dinesh Karthik,Gautam Gambhir,AB de Villiers,Mithun Manhas,Amit Mishra,Pradeep Sangwan,Dirk Nannes,Yo Mahesh,Delhi Daredevils,,5

2010,122,2010-03-14,4th match,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata,Eden Gardens,Kolkata Knight Riders,bowl,Sourav Ganguly,Charl Langeveldt,Brad Hodge,Murali Kartik,Owais Shah,Manoj Tiwary,Ishant Sharma,Cheteshwar Pujara,Wriddhiman Saha,Angelo Mathews,Rohan Gavaskar,Rahul Dravid,Anil Kumble,Jacques Kallis,Dale Steyn,Robin Uthappa,Praveen Kumar,Eoin Morgan,Virat Kohli,Roelof van der Merwe,Shreevats Goswami,Manish Pandey,Kolkata Knight Riders,,7

2010,123,2010-03-14,5th match,Chennai Super Kings,Deccan Chargers,Chennai,MA Chidambaram Stadium,Deccan Chargers,bat,Lakshmipathy Balaji,Muttiah Muralitharan,Matthew Hayden,MS Dhoni,Suresh Raina,Albie Morkel,S Badrinath,Sudeep Tyagi,Ravichandran Ashwin,Murali Vijay,Justin Kemp,VVS Laxman,Adam Gilchrist,Andrew Symonds,Chaminda Vaas,Herschelle Gibbs,RP Singh,Rohit Sharma,Pragyan Ojha,Jaskaran Singh,Tirumalsetti Suman,Anirudh Singh,Deccan Chargers,31,

2010,124,2010-03-15,6th match,Rajasthan Royals,Delhi Daredevils,Ahmedabad,Sardar Patel Stadium,Delhi Daredevils,bowl,Shane Warne,Graeme Smith,Shaun Tait,Munaf Patel,Dimitri Mascarenhas,Yusuf Pathan,Swapnil Asnodkar,Naman Ojha,Paras Dogra,Abhishek Jhunjhunwala,Amit Uniyal,Virender Sehwag,Tillakaratne Dilshan,Farveez Maharoof,Dinesh Karthik,Gautam Gambhir,AB de Villiers,Mithun Manhas,Amit Mishra,Pradeep Sangwan,Dirk Nannes,Sarabjit Ladda,Delhi Daredevils,,6

2010,125,2010-03-16,7th match,Royal Challengers Bangalore,Kings XI Punjab,Bengaluru,M.Chinnaswamy Stadium,Kings XI Punjab,bat,Rahul Dravid,Anil Kumble,Mark Boucher,Jacques Kallis,Dale Steyn,Robin Uthappa,Praveen Kumar,Eoin Morgan,Virat Kohli,Vinay Kumar,Manish Pandey,Yuvraj Singh,Mohammad Kaif,Irfan Pathan,Mahela Jayawardene,Kumar Sangakkara,S Sreesanth,Piyush Chawla,Ravi Bopara,Yusuf Abdulla,Manvinder Bisla,Bipul Sharma,Royal Challengers Bangalore,,8

2010,126,2010-03-16,8th match,Kolkata Knight Riders,Chennai Super Kings,Kolkata,Eden Gardens,Chennai Super Kings,bat,Sourav Ganguly,Brad Hodge,Murali Kartik,Shane Bond,Owais Shah,Manoj Tiwary,Ishant Sharma,Wriddhiman Saha,Laxmi Shukla,Angelo Mathews,Rohan Gavaskar,Lakshmipathy Balaji,Muttiah Muralitharan,Matthew Hayden,MS Dhoni,Suresh Raina,Albie Morkel,S Badrinath,Manpreet Gony,Ravichandran Ashwin,Murali Vijay,Justin Kemp,Chennai Super Kings,55,

2010,127,2010-03-17,9th match,Delhi Daredevils,Mumbai Indians,Delhi,Feroz Shah Kotla,Delhi Daredevils,bowl,Virender Sehwag,Tillakaratne Dilshan,Farveez Maharoof,Dinesh Karthik,Gautam Gambhir,AB de Villiers,Mithun Manhas,Amit Mishra,Pradeep Sangwan,Dirk Nannes,Sarabjit Ladda,Sachin Tendulkar,Zaheer Khan,Harbhajan Singh,Sanath Jayasuriya,Lasith Malinga,Dwayne Bravo,Kieron Pollard,Saurabh Tiwary,Ambati Rayudu,Rajagopal Sathish,Aditya Tare,Mumbai Indians,98,

2010,128,2010-03-18,10th match,Royal Challengers Bangalore,Rajasthan Royals,Bengaluru,M.Chinnaswamy Stadium,Royal Challengers Bangalore,bowl,Rahul Dravid,Anil Kumble,Mark Boucher,Jacques Kallis,Dale Steyn,Robin Uthappa,Praveen Kumar,Eoin Morgan,Virat Kohli,Vinay Kumar,Manish Pandey,Shane Warne,Damien Martyn,Munaf Patel,Morne Morkel,Yusuf Pathan,Siddharth Trivedi,Naman Ojha,Paras Dogra,Sumit Narwal,Michael Lumb,Abhishek Jhunjhunwala,Royal Challengers Bangalore,,10

2010,129,2010-03-19,11th match,Delhi Daredevils,Chennai Super Kings,Delhi,Feroz Shah Kotla,Delhi Daredevils,bat,Virender Sehwag,Tillakaratne Dilshan,Dinesh Karthik,AB de Villiers,Mithun Manhas,Amit Mishra,Rajat Bhatia,Pradeep Sangwan,Dirk Nannes,David Warner,Umesh Yadav,Parthiv Patel,Lakshmipathy Balaji,Muttiah Muralitharan,Matthew Hayden,Joginder Sharma,Suresh Raina,Albie Morkel,S Badrinath,Ravichandran Ashwin,Murali Vijay,Justin Kemp,Chennai Super Kings,,5

2010,130,2010-03-19,12th match,Deccan Chargers,Kings XI Punjab,Cuttack,Barabati Stadium,Kings XI Punjab,bowl,VVS Laxman,Adam Gilchrist,Andrew Symonds,Chaminda Vaas,Herschelle Gibbs,RP Singh,Rohit Sharma,Pragyan Ojha,Jaskaran Singh,Tirumalsetti Suman,Anirudh Singh,Yuvraj Singh,Irfan Pathan,Mahela Jayawardene,Kumar Sangakkara,S Sreesanth,Piyush Chawla,Ravi Bopara,Manvinder Bisla,Adrian Barath,Bipul Sharma,Shalabh Srivastava,Deccan Chargers,6,

2010,131,2010-03-20,13th match,Rajasthan Royals,Kolkata Knight Riders,Ahmedabad,Sardar Patel Stadium,Rajasthan Royals,bat,Shane Warne,Shaun Tait,Munaf Patel,Adam Voges,Yusuf Pathan,Siddharth Trivedi,Faiz Fazal,Naman Ojha,Paras Dogra,Michael Lumb,Abhishek Jhunjhunwala,Sourav Ganguly,Brad Hodge,Murali Kartik,Shane Bond,Owais Shah,Manoj Tiwary,Ishant Sharma,Cheteshwar Pujara,Wriddhiman Saha,Ashok Dinda,Angelo Mathews,Rajasthan Royals,34,

2010,132,2010-03-20,14th match,Mumbai Indians,Royal Challengers Bangalore,Mumbai,Brabourne Stadium,Mumbai Indians,bat,Sachin Tendulkar,Zaheer Khan,Harbhajan Singh,Sanath Jayasuriya,Lasith Malinga,Dwayne Bravo,Kieron Pollard,Saurabh Tiwary,Ambati Rayudu,Rajagopal Sathish,Aditya Tare,Rahul Dravid,Anil Kumble,Mark Boucher,Jacques Kallis,Dale Steyn,Robin Uthappa,Praveen Kumar,Eoin Morgan,Virat Kohli,Vinay Kumar,Manish Pandey,Royal Challengers Bangalore,,7

2010,133,2010-03-21,15th match,Deccan Chargers,Delhi Daredevils,Cuttack,Barabati Stadium,Deccan Chargers,bat,Adam Gilchrist,Andrew Symonds,Chaminda Vaas,Herschelle Gibbs,Venugopal Rao,RP Singh,Rohit Sharma,Pragyan Ojha,Tirumalsetti Suman,Mohnish Mishra,Rahul Sharma,Virender Sehwag,Dinesh Karthik,AB de Villiers,Mithun Manhas,Moises Henriques,Amit Mishra,Dirk Nannes,David Warner,Yogesh Nagar,Umesh Yadav,Sarabjit Ladda,Deccan Chargers,10,

2010,134,2010-03-21,16th match,Chennai Super Kings,Kings XI Punjab,Chennai,MA Chidambaram Stadium,Chennai Super Kings,bowl,Parthiv Patel,Lakshmipathy Balaji,Muttiah Muralitharan,Matthew Hayden,Suresh Raina,Albie Morkel,S Badrinath,Manpreet Gony,Ravichandran Ashwin,Murali Vijay,Justin Kemp,Yuvraj Singh,Mohammad Kaif,Irfan Pathan,Mahela Jayawardene,Kumar Sangakkara,Piyush Chawla,Ramesh Powar,Ravi Bopara,Manvinder Bisla,Shalabh Srivastava,Rusty Theron,False,False,False

2010,135,2010-03-22,17th match,Mumbai Indians,Kolkata Knight Riders,Mumbai,Brabourne Stadium,Kolkata Knight Riders,bat,Sachin Tendulkar,Zaheer Khan,Harbhajan Singh,Lasith Malinga,Dwayne Bravo,Kieron Pollard,Shikhar Dhawan,Saurabh Tiwary,Ryan McLaren,Rajagopal Sathish,Aditya Tare,Sourav Ganguly,Chris Gayle,Murali Kartik,Shane Bond,Owais Shah,Ishant Sharma,Cheteshwar Pujara,Wriddhiman Saha,Angelo Mathews,Mandeep Singh,Harpreet Singh,Mumbai Indians,,7

2010,136,2010-03-23,18th match,Royal Challengers Bangalore,Chennai Super Kings,Bengaluru,M.Chinnaswamy Stadium,Chennai Super Kings,bowl,Rahul Dravid,Anil Kumble,Mark Boucher,Jacques Kallis,Dale Steyn,Robin Uthappa,Praveen Kumar,Eoin Morgan,Virat Kohli,Vinay Kumar,Manish Pandey,Parthiv Patel,Lakshmipathy Balaji,Muttiah Muralitharan,Matthew Hayden,Suresh Raina,Albie Morkel,S Badrinath,George Bailey,Sudeep Tyagi,Ravichandran Ashwin,Murali Vijay,Royal Challengers Bangalore,36,

2010,137,2010-03-24,19th match,Kings XI Punjab,Rajasthan Royals,Mohali,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,bowl,Yuvraj Singh,Mohammad Kaif,Irfan Pathan,Mahela Jayawardene,Kumar Sangakkara,S Sreesanth,Piyush Chawla,Ravi Bopara,Manvinder Bisla,Shalabh Srivastava,Rusty Theron,Shane Warne,Shaun Tait,Munaf Patel,Adam Voges,Yusuf Pathan,Siddharth Trivedi,Faiz Fazal,Naman Ojha,Paras Dogra,Michael Lumb,Abhishek Jhunjhunwala,Rajasthan Royals,31,

2010,138,2010-03-25,20th match,Royal Challengers Bangalore,Delhi Daredevils,Bengaluru,M.Chinnaswamy Stadium,Royal Challengers Bangalore,bowl,Rahul Dravid,Anil Kumble,Mark Boucher,Jacques Kallis,Dale Steyn,Robin Uthappa,Praveen Kumar,Eoin Morgan,Virat Kohli,Vinay Kumar,Manish Pandey,Virender Sehwag,Dinesh Karthik,AB de Villiers,Mithun Manhas,Amit Mishra,Pradeep Sangwan,Andrew McDonald,Dirk Nannes,David Warner,Kedar Jadhav,Umesh Yadav,Delhi Daredevils,17,

2010,139,2010-03-25,21st match,Mumbai Indians,Chennai Super Kings,Mumbai,Brabourne Stadium,Mumbai Indians,bowl,Sachin Tendulkar,Zaheer Khan,Harbhajan Singh,Lasith Malinga,Dwayne Bravo,Kieron Pollard,Shikhar Dhawan,Saurabh Tiwary,Ryan McLaren,Rajagopal Sathish,Aditya Tare,Parthiv Patel,Lakshmipathy Balaji,Muttiah Muralitharan,Matthew Hayden,MS Dhoni,Joginder Sharma,Suresh Raina,Albie Morkel,S Badrinath,Shadab Jakati,Thisara Perera,Mumbai Indians,,5

2010,140,2010-03-26,22nd match,Rajasthan Royals,Deccan Chargers,Ahmedabad,Sardar Patel Stadium,Deccan Chargers,bat,Shane Warne,Shaun Tait,Adam Voges,Yusuf Pathan,Siddharth Trivedi,Faiz Fazal,Naman Ojha,Paras Dogra,Sumit Narwal,Michael Lumb,Abhishek Jhunjhunwala,VVS Laxman,Adam Gilchrist,Andrew Symonds,Chaminda Vaas,Herschelle Gibbs,Venugopal Rao,RP Singh,Rohit Sharma,Pragyan Ojha,Tirumalsetti Suman,Rahul Sharma,Rajasthan Royals,,8

2010,141,2010-03-27,23rd match,Kings XI Punjab,Kolkata Knight Riders,Mohali,Punjab Cricket Association IS Bindra Stadium,Kolkata Knight Riders,bat,Brett Lee,Yuvraj Singh,Irfan Pathan,Mahela Jayawardene,Kumar Sangakkara,Piyush Chawla,Ravi Bopara,Karan Goel,Manvinder Bisla,Vikramjeet Singh Malik,Shalabh Srivastava,Sourav Ganguly,Ajit Agarkar,Chris Gayle,Shane Bond,David Hussey,Manoj Tiwary,Wriddhiman Saha,Ashok Dinda,Angelo Mathews,Iqbal Abdulla,Mandeep Singh,Kolkata Knight Riders,39,

2010,142,2010-03-28,24th match,Rajasthan Royals,Chennai Super Kings,Ahmedabad,Sardar Patel Stadium,Rajasthan Royals,bat,Shane Warne,Shaun Tait,Adam Voges,Yusuf Pathan,Siddharth Trivedi,Faiz Fazal,Naman Ojha,Paras Dogra,Sumit Narwal,Michael Lumb,Abhishek Jhunjhunwala,Muttiah Muralitharan,Matthew Hayden,MS Dhoni,Joginder Sharma,Suresh Raina,Albie Morkel,S Badrinath,Thilan Thushara,Murali Vijay,Arun Karthik,Shadab Jakati,Rajasthan Royals,17,

2010,143,2010-03-28,25th match,Deccan Chargers,Mumbai Indians,Mumbai,Dr DY Patil Sports Academy,Deccan Chargers,bowl,Adam Gilchrist,Andrew Symonds,Herschelle Gibbs,Venugopal Rao,RP Singh,Rohit Sharma,Pragyan Ojha,Kemar Roach,Jaskaran Singh,Tirumalsetti Suman,Mohnish Mishra,Sachin Tendulkar,Zaheer Khan,Harbhajan Singh,Lasith Malinga,Dwayne Bravo,Kieron Pollard,Shikhar Dhawan,Saurabh Tiwary,Ryan McLaren,Ambati Rayudu,Rajagopal Sathish,Mumbai Indians,41,

2010,144,2010-03-29,26th match,Delhi Daredevils,Kolkata Knight Riders,Delhi,Feroz Shah Kotla,Delhi Daredevils,bat,Virender Sehwag,Paul Collingwood,Dinesh Karthik,Gautam Gambhir,Amit Mishra,Rajat Bhatia,Andrew McDonald,Dirk Nannes,David Warner,Kedar Jadhav,Umesh Yadav,Sourav Ganguly,Ajit Agarkar,Charl Langeveldt,Chris Gayle,Murali Kartik,David Hussey,Manoj Tiwary,Ishant Sharma,Wriddhiman Saha,Angelo Mathews,Mandeep Singh,Delhi Daredevils,40,

2010,145,2010-03-30,27th match,Mumbai Indians,Kings XI Punjab,Mumbai,Brabourne Stadium,Mumbai Indians,bowl,Sachin Tendulkar,Zaheer Khan,Harbhajan Singh,Lasith Malinga,Dwayne Bravo,Kieron Pollard,Shikhar Dhawan,Saurabh Tiwary,Ryan McLaren,Ambati Rayudu,Rajagopal Sathish,Brett Lee,Yuvraj Singh,Irfan Pathan,Mahela Jayawardene,Piyush Chawla,Shaun Marsh,Ravi Bopara,Karan Goel,Manvinder Bisla,Vikramjeet Singh Malik,Shalabh Srivastava,Mumbai Indians,,4

2010,146,2010-03-31,28th match,Chennai Super Kings,Royal Challengers Bangalore,Chennai,MA Chidambaram Stadium,Royal Challengers Bangalore,bat,Muttiah Muralitharan,Matthew Hayden,MS Dhoni,Suresh Raina,Albie Morkel,S Badrinath,Thilan Thushara,Manpreet Gony,Murali Vijay,Shadab Jakati,Chandrasekar Ganapathy,Rahul Dravid,Anil Kumble,Jacques Kallis,Cameron White,Kevin Pietersen,Dale Steyn,Robin Uthappa,Praveen Kumar,Virat Kohli,Vinay Kumar,Manish Pandey,Chennai Super Kings,,5

2010,147,2010-03-31,29th match,Delhi Daredevils,Rajasthan Royals,Delhi,Feroz Shah Kotla,Delhi Daredevils,bat,Virender Sehwag,Paul Collingwood,Farveez Maharoof,Dinesh Karthik,Gautam Gambhir,Amit Mishra,Andrew McDonald,David Warner,Kedar Jadhav,Umesh Yadav,Sarabjit Ladda,Shane Warne,Shaun Tait,Adam Voges,Yusuf Pathan,Siddharth Trivedi,Faiz Fazal,Naman Ojha,Paras Dogra,Sumit Narwal,Michael Lumb,Abhishek Jhunjhunwala,Delhi Daredevils,67,

2010,148,2010-04-01,30th match,Kolkata Knight Riders,Deccan Chargers,Kolkata,Eden Gardens,Kolkata Knight Riders,bat,Sourav Ganguly,Ajit Agarkar,Chris Gayle,Murali Kartik,Shane Bond,David Hussey,Manoj Tiwary,Cheteshwar Pujara,Mohnish Parmar,Wriddhiman Saha,Angelo Mathews,Adam Gilchrist,Andrew Symonds,Herschelle Gibbs,Venugopal Rao,Rohit Sharma,Pragyan Ojha,Kemar Roach,Harmeet Singh,Jaskaran Singh,Tirumalsetti Suman,Mohnish Mishra,Kolkata Knight Riders,24,

2010,149,2010-04-02,31st match,Kings XI Punjab,Royal Challengers Bangalore,Mohali,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,bat,Brett Lee,Yuvraj Singh,Irfan Pathan,Kumar Sangakkara,S Sreesanth,Piyush Chawla,Shaun Marsh,Ravi Bopara,Manvinder Bisla,Bipul Sharma,Shalabh Srivastava,Rahul Dravid,Anil Kumble,Jacques Kallis,Cameron White,Kevin Pietersen,Dale Steyn,Robin Uthappa,Praveen Kumar,Virat Kohli,Vinay Kumar,Manish Pandey,Royal Challengers Bangalore,,6

2010,150,2010-04-03,32nd match,Chennai Super Kings,Rajasthan Royals,Chennai,MA Chidambaram Stadium,Chennai Super Kings,bat,Muttiah Muralitharan,Matthew Hayden,MS Dhoni,Suresh Raina,Albie Morkel,Doug Bollinger,S Badrinath,Sudeep Tyagi,Murali Vijay,Srikkanth Anirudha,Shadab Jakati,Shane Warne,Shane Watson,Shaun Tait,Yusuf Pathan,Faiz Fazal,Naman Ojha,Abhishek Raut,Shrikant Wagh,Sumit Narwal,Michael Lumb,Abhishek Jhunjhunwala,Chennai Super Kings,23,

