405,2014,2014-04-16,1st Match,0,Gautam Gambhir,True,0,8,0,0,0.0,0,0,0,0,0,0,0
405,2014,2014-04-16,1st Match,0,Jacques Kallis,True,72,46,5,3,156.52,0,0,0,0,0,0,0
405,2014,2014-04-16,1st Match,0,Manish Pandey,True,64,53,6,2,120.75,0,0,0,0,0,0,0
405,2014,2014-04-16,1st Match,0,Robin Uthappa,True,1,2,0,0,50.0,0,0,0,0,0,0,0
405,2014,2014-04-16,1st Match,0,Yusuf Pathan,False,4,4,0,0,100.0,0,0,0,0,0,0,0
405,2014,2014-04-16,1st Match,0,Shakib Al Hasan,True,1,2,0,0,50.0,0,0,0,0,0,0,0
405,2014,2014-04-16,1st Match,0,Suryakumar Yadav,False,13,5,3,0,260.0,0,0,0,0,0,0,0
405,2014,2014-04-16,1st Match,0,Michael Hussey,True,3,13,0,0,23.08,0,0,0,0,0,0,0
405,2014,2014-04-16,1st Match,0,Aditya Tare,True,24,22,2,1,109.09,0,0,0,0,0,0,0
405,2014,2014-04-16,1st Match,0,Ambati Rayudu,True,48,40,4,0,120.0,0,0,0,0,0,0,0
405,2014,2014-04-16,1st Match,0,Rohit Sharma,True,27,20,0,1,135.0,0,0,0,0,0,0,0
405,2014,2014-04-16,1st Match,0,Kieron Pollard,False,6,8,0,0,75.0,0,0,0,0,0,0,0
405,2014,2014-04-16,1st Match,0,Corey Anderson,True,2,8,0,0,25.0,0,0,0,0,0,0,0
405,2014,2014-04-16,1st Match,0,Harbhajan Singh,True,0,2,0,0,0.0,0,0,0,0,0,0,0
405,2014,2014-04-16,1st Match,0,CM Gautam,True,7,7,1,0,100.0,0,0,0,0,0,0,0
405,2014,2014-04-16,1st Match,1,Zaheer Khan,0,0,0,0,0,0,4.0,0,23,1,0,3,5.75
405,2014,2014-04-16,1st Match,1,Lasith Malinga,0,0,0,0,0,0,4.0,0,23,4,0,1,5.75
405,2014,2014-04-16,1st Match,1,Corey Anderson,0,0,0,0,0,0,3.0,0,33,0,0,0,11.0
405,2014,2014-04-16,1st Match,1,Pragyan Ojha,0,0,0,0,0,0,4.0,0,36,0,0,0,9.0
405,2014,2014-04-16,1st Match,1,Harbhajan Singh,0,0,0,0,0,0,3.0,0,25,0,0,0,8.33
405,2014,2014-04-16,1st Match,1,Kieron Pollard,0,0,0,0,0,0,2.0,0,19,0,0,0,9.5
405,2014,2014-04-16,1st Match,1,Vinay Kumar,0,0,0,0,0,0,2.0,0,15,0,0,0,7.5
405,2014,2014-04-16,1st Match,1,Morne Morkel,0,0,0,0,0,0,4.0,0,16,1,0,0,4.0
405,2014,2014-04-16,1st Match,1,Sunil Narine,0,0,0,0,0,0,4.0,0,20,4,0,0,5.0
405,2014,2014-04-16,1st Match,1,Shakib Al Hasan,0,0,0,0,0,0,4.0,0,29,1,0,0,7.25
405,2014,2014-04-16,1st Match,1,Jacques Kallis,0,0,0,0,0,0,3.0,0,23,0,0,0,7.67
405,2014,2014-04-16,1st Match,1,Piyush Chawla,0,0,0,0,0,0,3.0,0,15,1,0,1,5.0
406,2014,2014-04-17,2nd Match,0,Mayank Agarwal,True,6,10,0,0,60.0,0,0,0,0,0,0,0
406,2014,2014-04-17,2nd Match,0,Murali Vijay,True,18,20,1,1,90.0,0,0,0,0,0,0,0
406,2014,2014-04-17,2nd Match,0,Dinesh Karthik,True,0,1,0,0,0.0,0,0,0,0,0,0,0
406,2014,2014-04-17,2nd Match,0,Manoj Tiwary,True,1,3,0,0,33.33,0,0,0,0,0,0,0
406,2014,2014-04-17,2nd Match,0,Jean-Paul Duminy,False,67,48,4,3,139.58,0,0,0,0,0,0,0
406,2014,2014-04-17,2nd Match,0,Ross Taylor,False,43,39,4,0,110.26,0,0,0,0,0,0,0
406,2014,2014-04-17,2nd Match,0,Parthiv Patel,True,37,28,5,1,132.14,0,0,0,0,0,0,0
406,2014,2014-04-17,2nd Match,0,Nic Maddinson,True,4,6,1,0,66.67,0,0,0,0,0,0,0
406,2014,2014-04-17,2nd Match,0,Virat Kohli,False,49,38,2,3,128.95,0,0,0,0,0,0,0
406,2014,2014-04-17,2nd Match,0,Yuvraj Singh,False,52,29,3,5,179.31,0,0,0,0,0,0,0
406,2014,2014-04-17,2nd Match,1,Mitchell Starc,0,0,0,0,0,0,4.0,0,33,1,1,1,8.25
406,2014,2014-04-17,2nd Match,1,Albie Morkel,0,0,0,0,0,0,3.0,0,18,1,0,0,6.0
406,2014,2014-04-17,2nd Match,1,Varun Aaron,0,0,0,0,0,0,3.0,1,9,1,0,3,3.0
406,2014,2014-04-17,2nd Match,1,Yuzvendra Chahal,0,0,0,0,0,0,4.0,0,18,1,0,4,4.5
406,2014,2014-04-17,2nd Match,1,Ashok Dinda,0,0,0,0,0,0,4.0,0,51,0,0,1,12.75
406,2014,2014-04-17,2nd Match,1,Yuvraj Singh,0,0,0,0,0,0,2.0,0,16,0,0,0,8.0
406,2014,2014-04-17,2nd Match,1,Jean-Paul Duminy,0,0,0,0,0,0,2.0,0,10,0,0,0,5.0
406,2014,2014-04-17,2nd Match,1,Mohammed Shami,0,0,0,0,0,0,4.0,0,30,1,0,2,7.5
406,2014,2014-04-17,2nd Match,1,Wayne Parnell,0,0,0,0,0,0,3.0,0,19,0,0,0,6.33
406,2014,2014-04-17,2nd Match,1,Shahbaz Nadeem,0,0,0,0,0,0,2.4,0,32,0,1,1,12.0
406,2014,2014-04-17,2nd Match,1,Rahul Sharma,0,0,0,0,0,0,3.0,0,33,1,0,0,11.0
406,2014,2014-04-17,2nd Match,1,James Neesham,0,0,0,0,0,0,2.0,0,22,0,0,0,11.0
407,2014,2014-04-18,3rd Match,0,Dwayne Smith,True,66,43,6,3,153.49,0,0,0,0,0,0,0
407,2014,2014-04-18,3rd Match,0,Brendon McCullum,True,67,45,4,5,148.89,0,0,0,0,0,0,0
407,2014,2014-04-18,3rd Match,0,Suresh Raina,True,24,19,2,0,126.32,0,0,0,0,0,0,0
407,2014,2014-04-18,3rd Match,0,MS Dhoni,True,26,11,3,1,236.36,0,0,0,0,0,0,0
407,2014,2014-04-18,3rd Match,0,Dwayne Bravo,False,8,3,0,1,266.67,0,0,0,0,0,0,0
407,2014,2014-04-18,3rd Match,0,Cheteshwar Pujara,True,13,10,2,0,130.0,0,0,0,0,0,0,0
407,2014,2014-04-18,3rd Match,0,Virender Sehwag,True,19,10,4,0,190.0,0,0,0,0,0,0,0
407,2014,2014-04-18,3rd Match,0,Glenn Maxwell,True,95,43,15,2,220.93,0,0,0,0,0,0,0
407,2014,2014-04-18,3rd Match,0,Axar Patel,True,2,3,0,0,66.67,0,0,0,0,0,0,0
407,2014,2014-04-18,3rd Match,0,David Miller,False,54,37,3,3,145.95,0,0,0,0,0,0,0
407,2014,2014-04-18,3rd Match,0,George Bailey,False,17,10,2,0,170.0,0,0,0,0,0,0,0
